RunId,iteration,Step,number_of_households,number_of_steps,flood_map_choice,network,subsidies_package,TotalAdaptedHouseholds,TotalActualDamage,TotalExpectedDamage,TotalAdaptationCosts,TotalCostsOfSubsidies,IncomeDistribution,AverageDamagePerPoorHousehold,AverageDamagePerMiddleClassHousehold,AverageDamagePerRichHousehold,AverageIncomeToDamagePoorHousehold,AverageIncomeToDamageMiddleClassHousehold,AverageIncomeToDamageRichHousehold
90,22,13,1000,80,harvey,watts_strogatz,2,326,0.0,64020898.60337127,1625165,981770,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,14,1000,80,harvey,watts_strogatz,2,330,0.0,63667278.50195001,1842665,1188395,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,15,1000,80,harvey,watts_strogatz,2,335,0.0,63304782.804438196,2076365,1428545,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,16,1000,80,harvey,watts_strogatz,2,343,0.0,62709918.69855814,2465765,1816025,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,17,1000,80,harvey,watts_strogatz,2,352,0.0,62043154.8674908,2916665,2263685,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,18,1000,80,harvey,watts_strogatz,2,369,0.0,60546436.247495934,3872765,3171980,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,19,1000,80,harvey,watts_strogatz,2,377,0.0,59889634.01682574,4342565,3618290,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,20,1000,80,harvey,watts_strogatz,2,387,0.0,58970377.66324825,4908665,4156085,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,21,1000,80,harvey,watts_strogatz,2,395,0.0,58412412.86913403,5233565,4532015,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,22,1000,80,harvey,watts_strogatz,2,412,0.0,57260707.58649537,5934065,5325140,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,23,1000,80,harvey,watts_strogatz,2,425,0.0,55964879.353340775,6726215,6103130,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,24,1000,80,harvey,watts_strogatz,2,431,0.0,55568309.43469361,7007615,6410240,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,25,1000,80,harvey,watts_strogatz,2,443,0.0,54492986.40689021,7728665,7153445,Base,0.0,0.0,0.0,0.0,0.0,0.0
90,22,26,1000,80,harvey,watts_strogatz,2,452,51127578.855290964,53901740.75627813,8136965,7617965,Base,32922.139989894866,50048.950995752915,117556.2497998789,6.425776507286038,1.7080097722042666,1.3258566775451068
91,22,0,1000,80,harvey,watts_strogatz,3,0,0.0,75568557.47065887,0,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,1,1000,80,harvey,watts_strogatz,3,169,0.0,72399459.12008397,179241,41819,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,2,1000,80,harvey,watts_strogatz,3,284,0.0,67656655.91217762,556340,75825,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,3,1000,80,harvey,watts_strogatz,3,363,0.0,62699689.9420901,978422,89373,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,4,1000,80,harvey,watts_strogatz,3,408,0.0,59448660.81507512,1239549,92181,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,5,1000,80,harvey,watts_strogatz,3,428,0.0,58254350.90486782,1343704,93711,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,6,1000,80,harvey,watts_strogatz,3,450,0.0,57225053.23371975,1478394,181911,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,7,1000,80,harvey,watts_strogatz,3,460,0.0,56768047.989376724,1514674,181911,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,8,1000,80,harvey,watts_strogatz,3,471,0.0,55755007.935989104,1818514,934896,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,9,1000,80,harvey,watts_strogatz,3,476,0.0,55550161.01621537,1835704,934896,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,10,1000,80,harvey,watts_strogatz,3,484,0.0,55163891.57423348,2009824,1390341,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,11,1000,80,harvey,watts_strogatz,3,491,0.0,54722204.95056974,2138914,1622706,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,12,1000,80,harvey,watts_strogatz,3,496,0.0,54289079.5170552,2266024,1933296,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,13,1000,80,harvey,watts_strogatz,3,501,0.0,53871032.28135407,2418439,2135001,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,14,1000,80,harvey,watts_strogatz,3,505,0.0,53131925.42878862,2699089,2672766,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,15,1000,80,harvey,watts_strogatz,3,509,0.0,52740740.44971463,2864239,2903661,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,16,1000,80,harvey,watts_strogatz,3,510,0.0,52642154.003275156,2913439,2950401,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,17,1000,80,harvey,watts_strogatz,3,515,0.0,52049691.24734032,3115099,3384786,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,18,1000,80,harvey,watts_strogatz,3,517,0.0,51904688.68571459,3194299,3460026,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,19,1000,80,harvey,watts_strogatz,3,517,0.0,51904688.68571459,3194299,3460026,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,20,1000,80,harvey,watts_strogatz,3,519,0.0,51444735.34692131,3428299,3682326,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,21,1000,80,harvey,watts_strogatz,3,521,0.0,51234743.82601352,3535999,3784641,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,22,1000,80,harvey,watts_strogatz,3,528,0.0,50545732.71785389,3825139,4236231,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,23,1000,80,harvey,watts_strogatz,3,531,0.0,50019824.856077224,4107889,4557201,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,24,1000,80,harvey,watts_strogatz,3,537,0.0,49611638.80567847,4310419,4742736,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,25,1000,80,harvey,watts_strogatz,3,541,0.0,49183476.530627,4517269,4935681,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,26,1000,80,harvey,watts_strogatz,3,542,0.0,49031729.125640035,4596769,5011206,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,27,1000,80,harvey,watts_strogatz,3,543,0.0,48927983.46431668,4655869,5067351,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,28,1000,80,harvey,watts_strogatz,3,545,0.0,48787345.32428005,4734769,5142306,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,29,1000,80,harvey,watts_strogatz,3,546,0.0,48722631.60271002,4750669,5188416,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,30,1000,80,harvey,watts_strogatz,3,547,0.0,48619478.45693033,4809769,5244561,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,31,1000,80,harvey,watts_strogatz,3,547,0.0,48619478.45693033,4809769,5244561,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,32,1000,80,harvey,watts_strogatz,3,548,0.0,48492897.92732044,4879669,5310966,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,33,1000,80,harvey,watts_strogatz,3,549,0.0,48394756.70808729,4931569,5360271,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,34,1000,80,harvey,watts_strogatz,3,550,0.0,48287233.484462135,4993669,5419266,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,35,1000,80,harvey,watts_strogatz,3,553,0.0,48090956.28885775,5092189,5531826,Base,0.0,0.0,0.0,0.0,0.0,0.0
91,22,36,1000,80,harvey,watts_strogatz,3,553,45425328.92486,48090956.28885775,5092189,5531826,Base,25642.68790890729,45505.05976718224,99345.44908311933,5.125243102372422,1.5600873878598285,1.1003087917844931
92,23,0,1000,80,harvey,watts_strogatz,0,0,0.0,76017449.08768903,0,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,1,1000,80,harvey,watts_strogatz,0,170,0.0,72822807.36980498,237280,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,2,1000,80,harvey,watts_strogatz,0,352,0.0,65132633.10078856,944110,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,3,1000,80,harvey,watts_strogatz,0,442,0.0,58446190.54639444,1590760,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,4,1000,80,harvey,watts_strogatz,0,511,0.0,55095587.05878651,1934765,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,5,1000,80,harvey,watts_strogatz,0,549,0.0,53576495.6364634,2079485,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,6,1000,80,harvey,watts_strogatz,0,565,0.0,52987581.810194604,2134950,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,7,1000,80,harvey,watts_strogatz,0,580,0.0,52381256.23905589,2188530,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,8,1000,80,harvey,watts_strogatz,0,591,0.0,52000586.759761535,2228820,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,9,1000,80,harvey,watts_strogatz,0,602,0.0,51411253.22715016,2278755,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,10,1000,80,harvey,watts_strogatz,0,608,0.0,51187516.15966698,2301945,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,11,1000,80,harvey,watts_strogatz,0,613,0.0,51007408.717558384,2321205,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,12,1000,80,harvey,watts_strogatz,0,619,0.0,50845697.43989815,2350305,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,13,1000,80,harvey,watts_strogatz,0,622,0.0,50687572.056821026,2362395,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,14,1000,80,harvey,watts_strogatz,0,624,0.0,50614506.40797969,2368905,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,15,1000,80,harvey,watts_strogatz,0,625,0.0,50611331.53273012,2371965,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,16,1000,80,harvey,watts_strogatz,0,625,0.0,50611331.53273012,2371965,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,17,1000,80,harvey,watts_strogatz,0,627,0.0,50530188.42442783,2379525,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,18,1000,80,harvey,watts_strogatz,0,628,0.0,50486409.15954229,2384115,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,19,1000,80,harvey,watts_strogatz,0,628,0.0,50486409.15954229,2384115,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,20,1000,80,harvey,watts_strogatz,0,628,0.0,50486409.15954229,2384115,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,21,1000,80,harvey,watts_strogatz,0,630,0.0,50365814.01913151,2481600,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,22,1000,80,harvey,watts_strogatz,0,637,0.0,50138621.37370357,2574660,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,23,1000,80,harvey,watts_strogatz,0,638,0.0,50046134.712182224,2581140,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,24,1000,80,harvey,watts_strogatz,0,638,0.0,50046134.712182224,2581140,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,25,1000,80,harvey,watts_strogatz,0,638,0.0,50046134.712182224,2581140,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,26,1000,80,harvey,watts_strogatz,0,638,0.0,50046134.712182224,2581140,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,27,1000,80,harvey,watts_strogatz,0,638,0.0,50046134.712182224,2581140,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,28,1000,80,harvey,watts_strogatz,0,639,0.0,49956816.143608205,2664210,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,29,1000,80,harvey,watts_strogatz,0,639,0.0,49956816.143608205,2664210,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,30,1000,80,harvey,watts_strogatz,0,640,0.0,49952880.72329434,2667660,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,31,1000,80,harvey,watts_strogatz,0,641,0.0,49789311.81622221,2825025,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,32,1000,80,harvey,watts_strogatz,0,641,0.0,49789311.81622221,2825025,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,33,1000,80,harvey,watts_strogatz,0,641,0.0,49789311.81622221,2825025,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,34,1000,80,harvey,watts_strogatz,0,641,0.0,49789311.81622221,2825025,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,35,1000,80,harvey,watts_strogatz,0,642,0.0,49734635.1446978,2876505,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,36,1000,80,harvey,watts_strogatz,0,643,0.0,49730125.753551945,2880675,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,37,1000,80,harvey,watts_strogatz,0,643,0.0,49730125.753551945,2880675,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,38,1000,80,harvey,watts_strogatz,0,643,0.0,49730125.753551945,2880675,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,39,1000,80,harvey,watts_strogatz,0,644,0.0,49669667.90384369,2885475,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,40,1000,80,harvey,watts_strogatz,0,644,0.0,49669667.90384369,2885475,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,41,1000,80,harvey,watts_strogatz,0,645,0.0,49529882.48288965,3021780,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,42,1000,80,harvey,watts_strogatz,0,647,0.0,49280300.2765964,3254610,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,43,1000,80,harvey,watts_strogatz,0,648,0.0,49177965.97791767,3355230,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,44,1000,80,harvey,watts_strogatz,0,648,0.0,49177965.97791767,3355230,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,45,1000,80,harvey,watts_strogatz,0,649,0.0,49054706.6420573,3472230,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,46,1000,80,harvey,watts_strogatz,0,649,0.0,49054706.6420573,3472230,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,47,1000,80,harvey,watts_strogatz,0,649,0.0,49054706.6420573,3472230,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,48,1000,80,harvey,watts_strogatz,0,649,0.0,49054706.6420573,3472230,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,49,1000,80,harvey,watts_strogatz,0,649,0.0,49054706.6420573,3472230,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,50,1000,80,harvey,watts_strogatz,0,649,0.0,49054706.6420573,3472230,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,51,1000,80,harvey,watts_strogatz,0,649,0.0,49054706.6420573,3472230,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,52,1000,80,harvey,watts_strogatz,0,649,0.0,49054706.6420573,3472230,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,53,1000,80,harvey,watts_strogatz,0,650,0.0,48905251.42529158,3610290,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,54,1000,80,harvey,watts_strogatz,0,650,0.0,48905251.42529158,3610290,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,55,1000,80,harvey,watts_strogatz,0,650,0.0,48905251.42529158,3610290,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,56,1000,80,harvey,watts_strogatz,0,650,0.0,48905251.42529158,3610290,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,57,1000,80,harvey,watts_strogatz,0,651,0.0,48821676.00014577,3686925,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,58,1000,80,harvey,watts_strogatz,0,651,0.0,48821676.00014577,3686925,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,59,1000,80,harvey,watts_strogatz,0,653,0.0,48712068.82600247,3694185,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,60,1000,80,harvey,watts_strogatz,0,653,0.0,48712068.82600247,3694185,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,61,1000,80,harvey,watts_strogatz,0,653,0.0,48712068.82600247,3694185,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,62,1000,80,harvey,watts_strogatz,0,653,0.0,48712068.82600247,3694185,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,63,1000,80,harvey,watts_strogatz,0,653,0.0,48712068.82600247,3694185,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,64,1000,80,harvey,watts_strogatz,0,653,0.0,48712068.82600247,3694185,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,65,1000,80,harvey,watts_strogatz,0,653,0.0,48712068.82600247,3694185,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,66,1000,80,harvey,watts_strogatz,0,656,0.0,48454136.123182125,3941640,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,67,1000,80,harvey,watts_strogatz,0,656,0.0,48454136.123182125,3941640,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,68,1000,80,harvey,watts_strogatz,0,656,0.0,48454136.123182125,3941640,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,69,1000,80,harvey,watts_strogatz,0,658,0.0,48179027.45084028,4200795,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,70,1000,80,harvey,watts_strogatz,0,658,0.0,48179027.45084028,4200795,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,71,1000,80,harvey,watts_strogatz,0,658,0.0,48179027.45084028,4200795,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,72,1000,80,harvey,watts_strogatz,0,658,0.0,48179027.45084028,4200795,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,73,1000,80,harvey,watts_strogatz,0,658,0.0,48179027.45084028,4200795,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,74,1000,80,harvey,watts_strogatz,0,658,0.0,48179027.45084028,4200795,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,75,1000,80,harvey,watts_strogatz,0,658,0.0,48179027.45084028,4200795,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
92,23,76,1000,80,harvey,watts_strogatz,0,658,45580299.9248961,48179027.45084028,4200795,0,Base,22334.510005457545,45749.34283116005,103629.96965265063,4.577157763277536,1.551167764999411,1.2175424359415754
93,23,0,1000,80,harvey,watts_strogatz,1,0,0.0,76358155.15489176,0,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,1,1000,80,harvey,watts_strogatz,1,128,0.0,74512205.52197994,115589,70806,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,2,1000,80,harvey,watts_strogatz,1,192,0.0,73446480.43909891,269668,150282,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,3,1000,80,harvey,watts_strogatz,1,214,0.0,72902746.84640811,370364,201086,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,4,1000,80,harvey,watts_strogatz,1,224,0.0,72668996.16490641,435372,248643,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,5,1000,80,harvey,watts_strogatz,1,234,0.0,72382121.98371196,476552,269233,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,6,1000,80,harvey,watts_strogatz,1,237,0.0,72297026.02986988,513912,303438,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,7,1000,80,harvey,watts_strogatz,1,240,0.0,72237666.40579945,553752,338208,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,8,1000,80,harvey,watts_strogatz,1,242,0.0,72190471.87922579,585892,367508,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,9,1000,80,harvey,watts_strogatz,1,244,0.0,72035660.92909174,730492,504878,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,10,1000,80,harvey,watts_strogatz,1,250,0.0,71686904.00446747,966592,729173,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,11,1000,80,harvey,watts_strogatz,1,255,0.0,71360390.65170237,1185992,936613,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,12,1000,80,harvey,watts_strogatz,1,262,0.0,70790356.04671516,1554092,1286308,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,13,1000,80,harvey,watts_strogatz,1,268,0.0,70204139.71748814,1886712,1600983,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,14,1000,80,harvey,watts_strogatz,1,280,0.0,69057152.95044932,2592312,2271303,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,15,1000,80,harvey,watts_strogatz,1,294,0.0,67694888.10792236,3521112,3153663,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,16,1000,80,harvey,watts_strogatz,1,304,0.0,66848666.32966688,4126212,3728508,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,17,1000,80,harvey,watts_strogatz,1,320,0.0,64711249.8097613,5575812,5105628,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,18,1000,80,harvey,watts_strogatz,1,332,0.0,63182288.526695006,6458492,5942923,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,19,1000,80,harvey,watts_strogatz,1,346,0.0,61960616.27899214,7390892,6828703,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,20,1000,80,harvey,watts_strogatz,1,358,0.0,60860676.81364675,8127392,7528378,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,21,1000,80,harvey,watts_strogatz,1,372,0.0,58744741.061418965,9550292,8879458,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,22,1000,80,harvey,watts_strogatz,1,380,0.0,58010744.08359668,10043192,9347713,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,23,1000,80,harvey,watts_strogatz,1,392,0.0,56636962.71890149,10920092,10180768,Base,0.0,0.0,0.0,0.0,0.0,0.0
93,23,24,1000,80,harvey,watts_strogatz,1,403,52998453.3199081,55747303.094548546,11487472,10718933,Base,32008.446475009307,48104.02499176996,131533.04460074633,6.507992448363904,1.5980613990445356,1.481410762499665
94,23,0,1000,80,harvey,watts_strogatz,2,0,0.0,78983855.57543804,0,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,1,1000,80,harvey,watts_strogatz,2,139,0.0,76794475.87188686,142101,52104,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,2,1000,80,harvey,watts_strogatz,2,224,0.0,73577648.62379804,499045,134785,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,3,1000,80,harvey,watts_strogatz,2,251,0.0,71210103.87936339,792572,156513,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,4,1000,80,harvey,watts_strogatz,2,267,0.0,69810439.18102355,933649,171381,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,5,1000,80,harvey,watts_strogatz,2,272,0.0,69692381.45940721,969229,178881,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,6,1000,80,harvey,watts_strogatz,2,273,0.0,69689896.85432228,971314,180966,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,7,1000,80,harvey,watts_strogatz,2,278,0.0,69297946.92408398,1066794,238021,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,8,1000,80,harvey,watts_strogatz,2,282,0.0,69086299.79309821,1108279,272436,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,9,1000,80,harvey,watts_strogatz,2,282,0.0,69086299.79309821,1108279,272436,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,10,1000,80,harvey,watts_strogatz,2,284,0.0,68982558.75434886,1169179,330291,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,11,1000,80,harvey,watts_strogatz,2,290,0.0,68697239.08424348,1341379,509751,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,12,1000,80,harvey,watts_strogatz,2,297,0.0,68246496.47158413,1649479,802446,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,13,1000,80,harvey,watts_strogatz,2,307,0.0,67574317.48084337,2073679,1218306,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,14,1000,80,harvey,watts_strogatz,2,313,0.0,67137460.90174656,2345479,1476516,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,15,1000,80,harvey,watts_strogatz,2,319,0.0,66749744.14546292,2582179,1721856,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,16,1000,80,harvey,watts_strogatz,2,325,0.0,66320293.967159376,2851879,2002056,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,17,1000,80,harvey,watts_strogatz,2,334,0.0,65595359.95769695,3334579,2460621,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,18,1000,80,harvey,watts_strogatz,2,349,0.0,64637179.174698316,3866779,3084381,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,19,1000,80,harvey,watts_strogatz,2,355,0.0,64186009.18842687,4155379,3386631,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,20,1000,80,harvey,watts_strogatz,2,365,0.0,63418234.74182025,4619179,3847131,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,21,1000,80,harvey,watts_strogatz,2,380,0.0,62082485.05083238,5476879,4678326,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,22,1000,80,harvey,watts_strogatz,2,398,0.0,60889909.6680313,6179629,5520561,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,23,1000,80,harvey,watts_strogatz,2,408,0.0,60078311.278967634,6692779,6058656,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,24,1000,80,harvey,watts_strogatz,2,419,0.0,59267038.92024805,7210729,6614766,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,25,1000,80,harvey,watts_strogatz,2,428,0.0,58674197.42178288,7537579,7028526,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,26,1000,80,harvey,watts_strogatz,2,439,0.0,57897864.30578271,7983379,7564941,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,27,1000,80,harvey,watts_strogatz,2,454,0.0,56796076.046173796,8664979,8363976,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,28,1000,80,harvey,watts_strogatz,2,459,0.0,56344988.438303016,8939329,8653566,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,29,1000,80,harvey,watts_strogatz,2,468,0.0,55697983.752661385,9344629,9111141,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,30,1000,80,harvey,watts_strogatz,2,470,0.0,55569450.061326936,9404029,9202086,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,31,1000,80,harvey,watts_strogatz,2,475,0.0,55202072.08186706,9621979,9459156,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,32,1000,80,harvey,watts_strogatz,2,481,0.0,54584593.743834704,9999529,9853806,Base,0.0,0.0,0.0,0.0,0.0,0.0
94,23,33,1000,80,harvey,watts_strogatz,2,488,0.0,53745012.602750964,10613134,10232361,Base,0.0,0.0,0.0,0.0,0.0,0.0
