RunId,iteration,Step,number_of_households,number_of_steps,flood_map_choice,network,TotalAdaptedHouseholds,TotalActualDamage,TotalExpectedDamage,TotalAdaptationCosts,TotalCostsOfSubsidies,AverageDamagePerPoorHousehold,AverageDamagePerMiddleClassHousehold,AverageDamagePerRichHousehold,AverageIncomeToDamagePoorHousehold,AverageIncomeToDamageMiddleClassHousehold,AverageIncomeToDamageRichHousehold
23,7,23,1000,80,500yr,watts_strogatz,383,22066547.36231725,23489907.918416258,1475940,0,12953.230067575148,21178.6606971557,54343.605487821296,2.6035728019744147,0.7212335430347191,0.6201541059845747
21,7,78,1000,80,harvey,watts_strogatz,584,43152723.50789667,45756049.82177626,5052800,0,23134.56975722023,41462.34065174458,114409.06908452515,4.457803271019184,1.3967465869468418,1.3197272606000356
25,8,61,1000,80,100yr,watts_strogatz,313,17619581.623146847,18689830.44874951,2493345,0,8970.943996347563,17309.163233569336,40594.90146505775,1.8402821153781241,0.5848174166512216,0.46616710496738273
24,8,73,1000,80,harvey,watts_strogatz,635,43392520.575202286,46588328.873261705,4970965,0,24367.799896605033,42320.28436133358,110040.75544148847,4.879811796172914,1.4491860783172155,1.2685910893553298
26,8,72,1000,80,500yr,watts_strogatz,372,18571347.781326912,19917488.810717363,2893195,0,9591.256857433746,18618.781557976232,39303.047814756195,1.9576641407646214,0.628809473333136,0.44472479920145563
30,10,2,1000,80,harvey,watts_strogatz,285,62282658.21023515,65980112.58276609,810560,0,34380.28254764269,59088.641473394266,142197.73395843263,6.7031595168251865,1.9806436100202929,1.6592092681650055
27,9,42,1000,80,harvey,watts_strogatz,561,48272280.82590628,50882612.51354343,2739880,0,27080.818212719034,49155.183743635906,114820.34327873094,5.363654440778483,1.7022296814012572,1.3607165221169881
28,9,38,1000,80,100yr,watts_strogatz,324,13537322.20077891,14565272.572944004,1721185,0,6137.106738625639,13347.534450945792,33199.37695295416,1.218254593482761,0.45614950990721614,0.37991255842786215
33,11,18,1000,80,harvey,watts_strogatz,571,46858262.78077177,49611419.31743898,2343100,0,26538.242203815655,46440.093887447154,101030.22048605884,5.286088327696235,1.5765965149429455,1.1720593426052281
29,9,52,1000,80,500yr,watts_strogatz,447,20039438.76260287,21450681.622997846,2874755,0,10391.529360945324,19264.298360042045,53815.61402289531,2.056852972719294,0.6388838102320757,0.633871257336172
31,10,49,1000,80,100yr,watts_strogatz,321,13172976.84553946,14176799.019868342,1688360,0,6470.071976186096,13773.506913140223,27965.53355383873,1.255410288369793,0.46155060756487204,0.3161116309351399
34,11,18,1000,80,100yr,watts_strogatz,295,16984561.499807455,18262253.742431898,1171115,0,8106.581373180766,17435.767086637716,35900.60303976878,1.640450876834559,0.5852695503337292,0.40206362339569385
37,12,2,1000,80,100yr,watts_strogatz,153,23802186.252064206,25496412.151564352,479040,0,15144.381466580258,24054.566042940343,42558.80373438879,2.92662305983235,0.8086589373241914,0.46785915915990084
